,text,original,generated
3535,"Born of a light, born of a light
",0,0
3536,"No alarms and no surprises 
",0,0
3537,"And theyre cursing me, and they wont let me be
",0,0
3538,"We wanted out so bad, that we couldnt say
",0,0
3539,"I see the grass is still when we made our beds
",0,0
3540,"Fuckin well come and find me
",0,0
3541,"You’re the one
",0,0
3542,"If were still speaking
",0,0
3543,"Jellyfish float by
",0,0
3544,"Walking like giant cranes and
",0,0
3545,"He was, he was
",0,0
3546,"Feel so tongue tied
",0,0
3547,"You think you drive me crazy?
",0,0
3548,"You should not walk alone at night
",0,0
3549,"I got something, heaven knows
",0,0
3550,"Fuck Pussy
",0,0
3551,"The one who drops the bomb
",0,0
3552,"Hes talking out the world, talking out the world
",0,0
3553,"In a little while 
",0,0
3554,"Feed you to the hounds
",0,0
3555,"Sweet darling
",0,0
3556,"But Im so sick of just talking
",0,0
3557,"Got a keystone caught 
",0,0
3558,"So what? Pop is dead, its no great loss
",0,0
3559,"Into 
",0,0
3560,"Uncurling with my love
",0,0
3561,"For I am a wicked child
",0,0
3562,"Escaped from the zoo, the perfect child facsimile is
",0,0
3563,"School of Hard Knocks, I dean it
",0,0
3564,"I supplicate myself into your hands
",0,0
3565,"I got sunshine in a bag
",0,0
3566,"At the bottom of the ocean
",0,0
3567,"I guess its seen the sparks a-flowin
",0,0
3568,"I feel better now youve gone
",0,0
3569,"When you take me back
",0,0
3570,"Try to cut it up, to see how it works
",0,0
3571,"She is papering the windowpanes
",0,0
3572,"A heart thats full up like a landfill
",0,0
3573,"No one notices when youre not there
",0,0
3574,"When this just feels like
",0,0
3575,"I can feel their blue hands touching me
",0,0
3576,"Well, come on and break the door down
",0,0
3577,"I havent seen enough
",0,0
3578,"Ready or not
",0,0
3579,"Im okay, how are you?
",0,0
3580,"You dont stand a chance
",0,0
3581,"Everything is broken
",0,0
3582,"Ive given all I can
",0,0
3583,"World will travel, oh so quickly
",0,0
3584,"Youre always complaining?
",0,0
3585,"No alarms and no surprises please
",0,0
3586,"Thom: So we got the professional in now
",0,0
3587,"Baby youre the 
",0,0
3588,"I go walking in your landscape
",0,0
3589,"Im proud of my funky clothes
",0,0
3590,"If you think you belong enough
",0,0
3591,"Hes like a detuned radio, oh oh no
",0,0
3592,"And she tastes like the real thing
",0,0
3593,"And all the roads that lead to you are winding
",0,0
3594,"And I wont fly for you
",0,0
3595,"And fill up with noise
",0,0
3596,"And soon it showed she never moved
",0,0
3597,"Ill smelt it till it burns
",0,0
3598,"Who gives me an open hand
",0,0
3599,"Or midday shadows
",0,0
3600,"When you go away
",0,0
3601,"To the shadows blue and red, shadows blue and red
",0,0
3602,"From karma manifesting over periods of time
",0,0
3603,"Are sent to try us
",0,0
3604,"I got myxomatosis, I got myxomatosis
",0,0
3605,"How much his smile has the power
",0,0
3606,"Stop! Stop! Stooooop! Let me do it!
",0,0
3607,"In a little while
",0,0
3608,"My spirit smells teenage, and Chi-Towns feeling excellent
",0,0
3609,"You had to piss on our parade
",0,0
3610,"A thousand miles an hour
",0,0
3611,"Your crossed legs
",0,0
3612,"I want a knife and a gun and things
",0,0
3613,"Yeah, and if you want to be rich
",0,0
3614,"That there. thats not me 
",0,0
3615,"And all you have to do is say yes
",0,0
3616,"In a love you never had
",0,0
3617,"What is up, buttercup?
",0,0
3618,"Whatever it matters
",0,0
3619,"Cause theyre not gonna happen
",0,0
3620,"Whatever you say
",0,0
3621,"Take your armour off, you’re not under attack
",0,0
3622,"Yeah, because you bit me, bit me, bit me, ow
",0,0
3623,"Flip the lid
",0,0
3624,"I go where I please
",0,0
3625,"Uhhhhh...
",0,0
3626,"I shouldnt be afraid
",0,0
3627,"Discography
",0,0
3628,"Living in a glasshouse
",0,0
3629,"We can wipe you out
",0,0
3630,"And all we trapped rag doll cloth people
",0,0
3631,"They dug me my very own garden
",0,0
3632,"If you 
",0,0
3633,"And I just want to say
",0,0
3634,"You used to be alright
",0,0
3635,"Cut out of chopped liver on the block
",0,0
3636,"Ill be dancing, freaking out
",0,0
3637,"The future is coming on
",0,0
3638,"On what might have been
",0,0
3639,"Id show them the stars and the meaning of life
",0,0
3640,"And now theyre ripped and now theyre torn
",0,0
3641,"Ive had my fill
",0,0
3642,"And if I sit down and cross my arms
",0,0
3643,"It wont hurt ever again
",0,0
3644,"No, I wont get heavy, dont get heavy
",0,0
3645,"My head is clear
",0,0
3646,"Kicks you in the teeth
",0,0
3647,"I am fused
",0,0
3648,"January has April showers
",0,0
3649,"Your jigsaw falling into place
",0,0
3650,"Give up education
",0,0
3651,"Singing I miss you
",0,0
3652,"Its all right, its all right, its all right
",0,0
3653,"Less chance of illness
",0,0
3654,"Freedom from pain and disease
",0,0
3655,"As it courses up my arms in a position of the worms
",0,0
3656,"Music to play your 
",0,0
3657,"Hey hey, hey hey hey
",0,0
3658,"We dont want the loonies taking over
",0,0
3659,"Cause I never wanna stand in the way
",0,0
3660,"As your life flashed before your eyes, you realize
",0,0
3661,"Your final bellyache with
",0,0
3662,"Nothing so ridiculously teenage and desperate
",0,0
3663,"You crawled off and left us, you crawled off and left us
",0,0
3664,"But I get it all wrong
",0,0
3665,"Sir thwacks you on the knees
",0,0
3666,"Its the best thing that youve ever had
",0,0
3667,"Flames and parachutes
",0,0
3668,"I wont run away no more
",0,0
3669,"Its the devils way now
",0,0
3670,"Riot shields, voodoo economics, your turn, your turn
",0,0
3671,"Be constructive with your blues
",0,0
3672,"So maybe I could become Jim Morrison
",0,0
3673,"You, me and everything
",0,0
3674,"The unacceptable face of the smiling brotherhood
",0,0
3675,"And no alarms and no surprises
",0,0
3676,"This is our warning, four minute warning
",0,0
3677,"Is crawling out upon its belly
",0,0
3678,"Calm
",0,0
3679,"We are not scaremongering
",0,0
3680,"But gravity always wins
",0,0
3681,"A job that slowly kills you
",0,0
3682,"A ten ton head, made of wet sand
",0,0
3683,"Watch me fall
",0,0
3684,"Youre too busy to wait
",0,0
3685,"Used in a photo in Time magazine
",0,0
3686,"I want the toys of other boys
",0,0
3687,"But I dont give a damn about that
",0,0
3688,"Happy
",0,0
3689,"Beautiful girl
",0,0
3690,"One more try
",0,0
3691,"And wrote it down in neat
",0,0
3692,"Little dogs
",0,0
3693,"We thought you had it in you
",0,0
3694,"Chief of Police or Vice-Chancellor
",0,0
3695,"With white elephants
",0,0
3696,"Has called for me by name
",0,0
3697,"The colours of the foliage are poetic
",0,0
3698,"She run run run run
",0,0
3699,"Throw him on the fire
",0,0
3700,"We scratch our eternal itch
",0,0
3701,"They were cheering and waving, cheering and waving
",0,0
3702,"Anothеr message I cant read
",0,0
3703,"Somethings missing
",0,0
3704,"Is in your bed
",0,0
3705,"I used to think
",0,0
3706,"And how come youre the only one
",0,0
3707,"Dont get sentimental
",0,0
3708,"To the shadow of
",0,0
3709,"And what do you care when the other men are far, far better?
",0,0
3710,"Dont want to die
",0,0
3711,"You got some nerve coming here
",0,0
3712,"I could be happy the rest of my life
",0,0
3713,"I said maybe...
",0,0
3714,"There, there
",0,0
3715,"Clothes arе on the lawn with the furniture
",0,0
3716,"But youre walking these streets so long out here in broadway
",0,0
3717,"Whatever you really said to him
",0,0
3718,"The infrastructure will collapse
",0,0
3719,"Oh, I wish youd get up
",0,0
3720,"And maybe wander the childrens land)
",0,0
3721,"And while you sit and wait, the Karma Police will come and take you away
",0,0
3722,"Im walking out in a force ten gale
",0,0
3723,"Part Two: Pulk/Pull Revolving Doors
",0,0
3724,"I swat em like flies
",0,0
3725,"Rain down, rain down
",0,0
3726,"I guess Ill just walk a little dog
",0,0
3727,"Get over, get up, get over, turn your tape off
",0,0
3728,"You paint yourself white
",0,0
3729,"I can see me drowning
",0,0
3730,"But the Jesus man said Not now
",0,0
3731,"In a fast German car
",0,0
3732,"Her Hitler hairdo, its making me feel ill
",0,0
3733,"I got the poison, poison
",0,0
3734,"One day hell get to you
",0,0
3735,"Alright?
",0,0
3736,"Hope to change
",0,0
3737,"When you’re walking out that door
",0,0
3738,"Some sort of institution seems like the only solution
",0,0
3739,"Youre so fucking special, yes, you are
",0,0
3740,"What are we gonna do?
",0,0
3741,"Out of your shell
",0,0
3742,"Now I might as well
",0,0
3743,"Come on and let it out
",0,0
3744,"I dont want to see it turn away
",0,0
3745,"Take me back again
",0,0
3746,"Somewhere in Palestine
",0,0
3747,"Never-
",0,0
3748,"Your voice is rapping on my windowsill
",0,0
3749,"Sing us a song
",0,0
3750,"You bit me, bit me
",0,0
3751,"Oh, here comes Mr. B 29
",0,0
3752,"Youve gotta be kidding me
",0,0
3753,"I am upside down
",0,0
3754,"We hit them with the President, see, we set the precedent
",0,0
3755,"Mid-week on the playing fields
",0,0
3756,"He knows what he wants
",0,0
3757,"But they will never learn
",0,0
3758,"But there’s one rule I know real well
",0,0
3759,"Wish we could connect
",0,0
3760,"In bed
",0,0
3761,"Like a house falling in the sea
",0,0
3762,"Id really like to help you man
",0,0
3763,"Give me an answer
",0,0
3764,"Sell me a car that goes
",0,0
3765,"Cause youre having a breakdown
",0,0
3766,"Like a falling book
",0,0
3767,"I havent seen enough, you havent seen it
",0,0
3768,"Motorways and tramlines
",0,0
3769,"The pointless snide remarks
",0,0
3770,"Yeah, you, you know what I mean
",0,0
3771,"Your pot of gold
",0,0
3772,"Far behind the city moans
",0,0
3773,"So youre backtracking
",0,0
3774,"And, And she run
",0,0
3775,"Because it’s timе to come home
",0,0
3776,"Of no return
",0,0
3777,"Watch your step if you dont wanna get blood on your Nikes bro
",0,0
3778,"Ahhhhh...
",0,0
3779,"I am running from the birds, towards something unknown. Not for the first time in my life, I curse my bad luck
",0,0
3780,"Why am I so misunderstood, boys and girls?
",0,0
3781,"Youre there again, ahead of me
",0,0
3782,"Throw it in the lava
",0,0
3783,"Splinters on the log
",0,0
3784,"Im instantly your biggest fan
",0,0
3785,"I guess he does
",0,0
3786,"You could start with the trousers
",0,0
3787,"Every time youre running I get the fear
",0,0
3788,"Hang on a sec
",0,0
3789,"Should I still love you
",0,0
3790,"When I am gone
",0,0
3791,"First one passes, then another, then another
",0,0
3792,"And so we crumble
",0,0
3793,"No pain and
",0,0
3794,"The one who broke the seal
",0,0
3795,"Hey hey, hey hey hey hey
",0,0
3796,"Everything 
",0,0
3797,"Part Three: gnoS dimaryP
",0,0
3798,"Im not the one
",0,0
3799,"Colours wont
",0,0
3800,"Take the iron
",0,0
3801,"And take a holiday
",0,0
3802,"Switching on a light, one I didn’t know
",0,0
3803,"Weve gotta dig it up somehow
",0,0
3804,"He sighs in broken English
",0,0
3805,"And his skin is peeling off
",0,0
3806,"I dont belong here...
",0,0
3807,"And true love lives
",0,0
3808,"I see angels hanging over the balcony
",0,0
3809,"But one day I froze up
",0,0
3810,"Get to the chorus
",0,0
3811,"Well of course Id like to stay and chew the fat
",0,0
3812,"Dont look, its not so clever
",0,0
3813,"Youve been energy
",0,0
3814,"I wanna save you always
",0,0
3815,"And crossed my arms
",0,0
3816,"Said, Do you really like music like that?
",0,0
3817,"Fine, lets stay
",0,0
3818,"Weve been trying to reach you, Thom
",0,0
3819,"To poison clouds and poisoned dwarves
",0,0
3820,"Theres nothing in this life that really means
",0,0
3821,"Ive no idea what I am talking about
",0,0
3822,"Hes bloated and frozen
",0,0
3823,"Anyone at all
",0,0
3824,"This is really happening, happening
",0,0
3825,"Were too young to fall asleep
",0,0
3826,"Kinetic, kinetic, kinetic, kinetic
",0,0
3827,"Is locked in a bank vault
",0,0
3828,"I find it hard
",0,0
3829,"Its because everyone has someone to hate
",0,0
3830,"Use me, darling use me
",0,0
3831,"He cursed and then he cried
",0,0
3832,"The stuff that makes your heart go pitter-pat
",0,0
3833,"What am I coming to?
",0,0
3834,"Youre free until youve had enough
",0,0
3835,"The moon would freeze, the plants would die
",0,0
3836,"I know attentions all about how you pair things
",0,0
3837,"Youre never gonna see her again
",0,0
3838,"Now my fingers bleed, now they stare at me
",0,0
3839,"What do you want from me, now you got me?
",0,0
3840,"When sorry is not good enough
",0,0
3841,"Youll only see my reflection
",0,0
3842,"Its nothing at all, nothing at all
",0,0
3843,"Were going to play it anyway. Ha. Fine. 
",0,0
3844,"An airbag saved my life
",0,0
3845,"I think I have had my fill 
",0,0
3846,"And for a minute there I lost myself
",0,0
3847,"What is that you see?
",0,0
3848,"And I wont stand to what youve done
",0,0
3849,"With your heart
",0,0
3850,"Et cetera, et cetera
",0,0
3851,"If you think this is over 
",0,0
3852,"This is your final fate
",0,0
3853,"These walls are three feet thick
",0,0
3854,"And I might as well, I might as well
",0,0
3855,"No one else could know
",0,0
3856,"Well, come on, come on
",0,0
3857,"Lead, fill the hole in me
",0,0
3858,"Oh no no
",0,0
3859,"I am the key to the door in your house
",0,0
3860,"You can kiss it, you can break all the rules
",0,0
3861,"Superhero powers
",0,0
3862,"La la la la la la...
",0,0
3863,"Jack him off
",0,0
3864,"So let me go upon my way
",0,0
3865,"Hold me up to this song
",0,0
3866,"Theres someone listening in
",0,0
3867,"She runneth out the door
",0,0
3868,"He just get crushed to fit, he never even smiled at the best
",0,0
3869,"Tell me where you want me
",0,0
3870,"Hes like a detuned radio
",0,0
3871,"No ghosts, no skeletons
",0,0
3872,"Your fragile friend is desperate
",0,0
3873,"Its holding on
",0,0
3874,"To those old women
",0,0
3875,"She knows if you die then we all do
",0,0
3876,"You can scream and you can shout
",0,0
3877,"And I know I strangle in
",0,0
3878,"When will we ever get an end?
",0,0
3879,"Let me hear both sides, let me hear both
",0,0
3880,"Before the night owl
",0,0
3881,"You are
",0,0
3882,"Everybodys happy, everyone is made for life
",0,0
3883,"Even if it hurts to walk
",0,0
3884,"I was stronger, I was better
",0,0
3885,"Welcome to new generation, yeah
",0,0
3886,"Im standing in the hall, Im puking on the wall
",0,0
3887,"But I am a creep
",0,0
3888,"She wanted everything
",0,0
3889,"Tires that grip in the wet 
",0,0
3890,"Im proud of my funky clothes, yeah
",0,0
3891,"You float like a feather
",0,0
3892,"For her fake Chinese rubber plant
",0,0
3893,"But the pants are going lying 
",0,0
3894,"Your royal highnesses
",0,0
3895,"Don’t know why I feel so skinned alive
",0,0
3896,"Slowly we unfurl
",0,0
3897,"De tu voz
",0,0
3898,"Sometimes I wish someone would
",0,0
3899,"Youll go to hell for what your dirty mind is thinking
",0,0
3900,"Where the sun comes
",0,0
3901,"I follow the road, though I dont know where it ends
",0,0
3902,"Float around on a prison ship
",0,0
3903,"And first, and the children, and first, and the children x2
",0,0
3904,"Oh, its the best thing that youve ever had
",0,0
3905,"Time comes, you will see
",0,0
3906,"I have the smell of a local man
",0,0
3907,"But its not, but its not, but its not
",0,0
3908,"She runs from the third world, pearly
",0,0
3909,"I see the holy Jesus and the Pharaoh and the Venus
",0,0
3910,"I stood in front of her face
",0,0
3911,"You and whose army?
",0,0
3912,"Nobody does it better
",0,0
3913,"I wish you could see me dressed for the kill
",0,0
3914,"With all the money I owe to my friends
",0,0
3915,"You’re just like an angel
",0,0
3916,"Fat, ugly, dead
",0,0
3917,"It is too late now
",0,0
3918,"We dont have any real friends
",0,0
3919,"Tell me where to sit
",0,0
3920,"Up, up, up, up, up, up, up
",0,0
3921,"Dont wanna see you again
",0,0
3922,"Death wears a big hat and a thin red tie
",0,0
3923,"And we beg for the scraps from your table
",0,0
3924,"Were gonna crack your little souls
",0,0
3925,"Dont get any big ideas
",0,0
3926,"Until you cannot feel it anymore
",0,0
3927,"Hes trying what is in his arm, but I dont mind
",0,0
3928,"Is locked in boxes
",0,0
3929,"Nowhere to hide
",0,0
3930,"There is no way out
",0,0
3931,"Like you dont
",0,0
3932,"Run!
",0,0
3933,"My hearts still pumping
",0,0
3934,"Avenues all lined with trees
",0,0
3935,"And talking from inside my brain
",0,0
3936,"There must, I realise, be something unutterably horrible in front of me, but my fear of the big birds compels me to carry on
",0,0
3937,"My uncle Bill, my Belisha beacon
",0,0
3938,"Youre either in the club, baby, or youre not
",0,0
3939,"And Im better off
",0,0
3940,"Your teeth are over there
",0,0
3941,"What the hell, weve got nothing more to lose
",0,0
3942,"Nothing will see you again
",0,0
3943,"Vultures circling the dead
",0,0
3944,"And drive as fast as you can
",0,0
3945,"Living in times when I could stand it, babe
",0,0
3946,"But if I do, remind me of this
",0,0
3947,"One minute, snake charming
",0,0
3948,"I think youre crazy
",0,0
3949,"Wake me up, will you wake me up?
",0,0
3950,"Come back
",0,0
3951,"I dance around a pit
",0,0
3952,"He put evеrything back in its right place
",0,0
3953,"The big fish eat the little ones
",0,0
3954,"To heaven or hell or
",0,0
3955,"Please keep moving
",0,0
3956,"The pitter patter
",0,0
3957,"But it was just a laugh, just a laugh
",0,0
3958,"Running down the hill
",0,0
3959,"Dont throw stones and dont get in a mess
",0,0
3960,"One day, I am gonna grow wings
",0,0
3961,"Dont look down
",0,0
3962,"Ive been climbing up this ladder
",0,0
3963,"Just how easily people are forgotten
",0,0
3964,"Bare peeps I used to know who couldve turned pro
",0,0
3965,"If I get scared Ill just call you
",0,0
3966,"Now you know we’re not so sure
",0,0
3967,"From a great hallelujah, hallelujah
",0,0
3968,"Sawn off
",0,0
3969,"But I don’t like this way I’m slaughtered
",0,0
3970,"Your records are here
",0,0
3971,"Changed the locks three times
",0,0
3972,"Ive my heart
",0,0
3973,"Have ourselves a good time and never look back
",0,0
3974,"Fingers in
",0,0
3975,"Take the money
",0,0
3976,"Its a land full of heart attacks
",0,0
3977,"I dont want to hear about this shit
",0,0
3978,"Is thinking
",0,0
3979,"Ive seen devils coming up from the ground
",0,0
3980,"Im a B-spin
",0,0
3981,"Happening
",0,0
3982,"Ah, killer cars
",0,0
3983,"You can force it but it will stay stone
",0,0
3984,"Then into your life, there comes a darkness
",0,0
3985,"Two for no
",0,0
3986,"I am born againIn a fast German car
",0,0
3987,"Its not like the movies
",0,0
3988,"Please leave the room
",0,0
3989,"No longer wound up like a spring
",0,0
3990,"I know that you cant hear me cause I blew up all the speakers
",0,0
3991,"Theyre just trying to bribe me
",0,0
3992,"Round and round and round and round and round and round and round
",0,0
3993,"I cant put the needle in
",0,0
3994,"I dont belong here
",0,0
3995,"Steal the pride from every heart
",0,0
3996,"If you let me stay the night
",0,0
3997,"To get through it
",0,0
3998,"If you get off your knees
",0,0
3999,"Sit down, stand up
",0,0
4000,"Let me hear both sides 
",0,0
4001,"Moving in a swarm
",0,0
4002,"Then no harm will come
",0,0
4003,"They love me like I was a brother
",0,0
4004,"We are the dollars and cents
",0,0
4005,"Soft as a denim hand, spit it back
",0,0
4006,"I am open
",0,0
4007,"Flies are buzzing around my head
",0,0
4008,"And it could be the last time you see me alive
",0,0
4009,"This is a foul tasting medicine
",0,0
4010,"Kiss your husband good night
",0,0
4011,"The crackle of pigskin 
",0,0
4012,"In the next World War
",0,0
4013,"Spectre has come for me
",0,0
4014,"You havent seen the trolls You havent seen it
",0,0
4015,"Are coming alive, set free
",0,0
4016,"Reasonable and sensible
",0,0
4017,"When I turn away shes split
",0,0
4018,"It becomes daylight
",0,0
4019,"From all the unborn chicken voices
",0,0
4020,"X will mark the place
",0,0
4021,"To get rid of itself
",0,0
4022,"And I always will
",0,0
4023,"I have seen too much
",0,0
4024,"Pick up the phone
",0,0
4025,"She’s running out, she run,
",0,0
4026,"It wears
",0,0
4027,"I cant kick your habit
",0,0
4028,"Finally Im free of all the weight Ive been carrying 
",0,0
4029,"The times she cried
",0,0
4030,"We will shrink and well be quiet as mice
",0,0
4031,"And why should I believe myself, not you?
",0,0
4032,"Give me a break, yeah
",0,0
4033,"And they dole out all I possess, or even give my body to be burnt
",0,0
4034,"What it is Ive done wrong
",0,0
4035,"Release me, yeah
",0,0
4036,"It wont be too long before that youts shotting smack
",0,0
4037,"Dont rest
",0,0
4038,"Once youve been around youve been around enough
",0,0
4039,"The strength for living, losing
",0,0
4040,"Meet the real world coming
",0,0
4041,"Just know someone else is gonna come and clean it up
",0,0
4042,"And thats what really hurts
",0,0
4043,"All the things I forgot to say
",0,0
4044,"Running through the fields
",0,0
4045,"I know which side to scope
",0,0
4046,"I just want to talk
",0,0
4047,"We thought you were different
",0,0
4048,"You must show me your care
",0,0
4049,"Patient, patiently
",0,0
4050,"The joy of the uprising
",0,0
4051,"These thoughts and the strain I am under
",0,0
4052,"Im on a roll
",0,0
4053,"And in it inside is the key to the world
",0,0
4054,"She ate me up for breakfast
",0,0
4055,"As my world comes crashing down
",0,0
4056,"Truant kids, a can of brick dust worms
",0,0
4057,"No alarms and no surprises, please
",0,0
4058,"Get the eggs
",0,0
4059,"I cant even recognize you
",0,0
4060,"And theres no point in your warbird
",0,0
4061,"I say my prayers every night
",0,0
4062,"Its correct first chord
",0,0
4063,"Dont hurt me
",0,0
4064,"And these fruits, they still taste of poison
",0,0
4065,"Let’s get our act together
",0,0
4066,"Whered you park the car?
",0,0
4067,"Shake hands, genocide, molasses
",0,0
4068,"Today is gonna be the day
",0,0
4069,"I want to paint the world on coke
",0,0
4070,"And I wish I was special
",0,0
4071,"I know what Im doing
",0,0
4072,"Or all this love will be in vain
",0,0
4073,"She’s running out
",0,0
4074,"Well drop you anywhere
",0,0
4075,"Turning in somersaults
",0,0
4076,"Alright, huh
",0,0
4077,"Fond but not in love
",0,0
4078,"Thank you for purchasing this automatic AK-5
",0,0
4079,"And I am a wicked child
",0,0
4080,"With a gun and a pack of sandwiches
",0,0
4081,"Still theres no point in letting it go to waste
",0,0
4082,"Had my head up in the clouds like fucking Care Bears
",0,0
4083,"Cars
",0,0
4084,"Sing the song on the jukebox that goes
",0,0
4085,"Keep it light and keep it moving
",0,0
4086,"I made one true day
",0,0
4087,"Im not even gonna tell you what it is now
",0,0
4088,"And if I sat down
",0,0
4089,"Before you do, wake me
",0,0
4090,"Keep all surfaces clean
",0,0
4091,"All over the planet, so let me out of here
",0,0
4092,"Too scared to talk, too scared to try
",0,0
4093,"And sailed on shooting stars
",0,0
4094,"Charity standing orders
",0,0
4095,"I care not if it hurts
",0,0
4096,"Way up in time
",0,0
4097,"Makes me reach for someone else
",0,0
4098,"He wants to belong
",0,0
4099,"Someday Ill wish upon a star
",0,0
4100,"And we have crashed her party
",0,0
4101,"What, what is that you tried to say?
",0,0
4102,"I cannot see the road
",0,0
4103,"We are plants, happy plants
",0,0
4104,"Why don’t you talk to me?
",0,0
4105,"I could have sworn I saw a light coming on
",0,0
4106,"And nail my feet up where my head should be
",0,0
4107,"Starting and then stopping
",0,0
4108,"Hold your nose, watch me drown
",0,0
4109,"Anytime
",0,0
4110,"So why dont you try
",0,0
4111,"No no no no no no no no no no no no no no
",0,0
4112,"On Sundays ring road supermarket
",0,0
4113,"Coming up from the soup
",0,0
4114,"Well soon find out, eh?
",0,0
4115,"With a cinnamon girl
",0,0
4116,"Hypocrite opportunist
",0,0
4117,"Move along, theres nothing left to see
",0,0
4118,"Bastard headmaster
",0,0
4119,"Well, hello
",0,0
4120,"I’m dodging a bullet
",0,0
4121,"Took me years of compromising
",0,0
4122,"Nowhere to sit without a gun in my hand
",0,0
4123,"Buy another ticket? The panic is coming on strong
",0,0
4124,"On the straight and narrow, and not have broke your heart
",0,0
4125,"Child of four she wanted more
",0,0
4126,"Here comes now Mr. B 29
",0,0
4127,"She said that she prefers it like that
",0,0
4128,"Why am I so misunderstood?
",0,0
4129,"Ice Age coming, Ice Age coming 
",0,0
4130,"All the time, all the time
",0,0
4131,"The hand that threw a kind woo
",0,0
4132,"In a cage
",0,0
4133,"Like Im fallen out of bed 
",0,0
4134,"Because there are no others
",0,0
4135,"Would you do anything?
",0,0
4136,"Being drawn to the ledge
",0,0
4137,"Who havent got a clue
",0,0
4138,"The way that we kissed, and I really meant it
",0,0
4139,"The birds, the birds
",0,0
4140,"Too many salesmen
",0,0
4141,"Hysterical and
",0,0
4142,"Oh, Banana Co
",0,0
4143,"He does the military two-step
",0,0
4144,"Just too young to know any more
",0,0
4145,"Getting cards and letters from people I dont even know
",0,0
4146,"I throw myself into my work
",0,0
4147,"There is something about the serried ranks
",0,0
4148,"I try to stay awake, but its 58 hours
",0,0
4149,"Im not a vegetable
",0,0
4150,"Everything
",0,0
4151,"There are many wayss that I would like to sing to you
",0,0
4152,"Its as soft as your pillow
",0,0
4153,"Whatever happens
",0,0
4154,"Fuck nigga bullshit
",0,0
4155,"If you try to strangle the skylark
",0,0
4156,"A moon shaped pool
",0,0
4157,"No heavy petting please, whilst were performing
",0,0
4158,"In the neon sign
",0,0
4159,"I sailed the moon
",0,0
4160,"No ill wind
",0,0
4161,"You starve yourself half to death
",0,0
4162,"From Hard Rock Cafés 
",0,0
4163,"But like heaven above me, the spy who loved me
",0,0
4164,"Its the only way youll know Im telling the truth
",0,0
4165,"Non jarrive pas à men faire
",0,0
4166,"And spend the rest of your life like a fucking zombie
",0,0
4167,"For a handshake of heart attack
",0,0
4168,"Brains get you brains, you can fuck her if you protest
",0,0
4169,"In a fake plastic earth
",0,0
4170,"Up, up, through my heart into my brain
",0,0
4171,"On the straight and narrow
",0,0
4172,"Go!
",0,0
4173,"This machine will, will not communicate
",0,0
4174,"But that is gonna come and clean it up
",0,0
4175,"Youll only find yourself believing
",0,0
4176,"All surrogate and bullet proof
",0,0
4177,"I only stick with you
",0,0
4178,"Your eyes
",0,0
4179,"In the passes by
",0,0
4180,"Tonight ill want to
",0,0
4181,"Are you someone?
",0,0
4182,"Bruises that won’t heal
",0,0
4183,"I just cant handle it
",0,0
4184,"Cut a hole
",0,0
4185,"I just stare at you
",0,0
4186,"In a deep, deep sleep
",0,0
4187,"Im not here 
",0,0
4188,"Keep an eye out for the neighbours
",0,0
4189,"Pouring all that money down the drain
",0,0
4190,"Youre just like an angel
",0,0
4191,"Dreamers
",0,0
4192,"One by one, one by one
",0,0
4193,"For dear life
",0,0
4194,"Rain magic up down America
",0,0
4195,"One of those lies
",0,0
4196,"Dare not speak its name
",0,0
4197,"Floor collapsing
",0,0
4198,"If youll wear it proudly through the snakepits and catcalls
",0,0
4199,"Thank you, everybody
",0,0
4200,"Running from the underground
",0,0
4201,"I want peace and honesty)
",0,0
4202,"All surrogate
",0,0
4203,"You had to shred our big day
",0,0
4204,"I hate the buttons on your shirt when all I wanna do is tear
",0,0
4205,"I cant change gear
",0,0
4206,"Well I’m going to tell them something that’s good and evil, yeah
",0,0
4207,"First you reel me out and then you cut the string
",0,0
4208,"I cant do this alone
",0,0
4209,"No deliberations
",0,0
4210,"In its right place 
",0,0
4211,"You can sell it all up
",0,0
4212,"Open your mouth wide
",0,0
4213,"Complications
",0,0
4214,"When it comes its so, so, disappointing
",0,0
4215,"Distracted by irrelevance
",0,0
4216,"And youre my star
",0,0
4217,"Because I havent got a job
",0,0
4218,"Oh, the sun and moon and stars are
",0,0
4219,"Closed circuit cameras
",0,0
4220,"Of the ashes baby
",0,0
4221,"You know, you know where you are with
",0,0
4222,"Theyre the ones wholl hate you
",0,0
4223,"In a bunker
",0,0
4224,"Snakes and ladders
",0,0
4225,"Lord of all that flies in the sky
",0,0
4226,"So many facelifts, his face flew off
",0,0
4227,"And you realize youre looking in, looking in the wrong place
",0,0
4228,"Ice Age coming, Ice Age coming
",0,0
4229,"Just as you dance, dance, dance
",0,0
4230,"And now I want more
",0,0
4231,"In a half light
",0,0
4232,"Killer cars
",0,0
4233,"Once I was free
",0,0
4234,"Listen, youve got to feel it in your bones
",0,0
4235,"Therell be no more lies
",0,0
4236,"Once I was me
",0,0
4237,"Like a fifteen year old kid wears a vampire kiss
",0,0
4238,"You bastard speak to me
",0,0
4239,"Alex and Steves first
",0,0
4240,"Cause its justified
",0,0
4241,"Why so green and lonely?
",0,0
4242,"The candles on the cake
",0,0
4243,"And you bother me, you possess me
",0,0
4244,"That I cannot go
",0,0
4245,"These rumors and suspicion
",0,0
4246,"Or in the flood youll build an Ark
",0,0
4247,"What you ought to what you ought to
",0,0
4248,"The wings of butterflies
",0,0
