,text,original,generated
1224,"What does it matter?
",0,0
1225,"Your ears should be burning
",0,0
1226,"You reel me out then you cut the string
",0,0
1227,"Were not scaremongering
",0,0
1228,"And bullet proof
",0,0
1229,"Wont put over me 
",0,0
1230,"Let me back, let me back
",0,0
1231,"All so battered and brought to the ground
",0,0
1232,"Packed with foam and blind and drunk
",0,0
1233,"Even at this angle
",0,0
1234,"Millions of people standing like ghosts
",0,0
1235,"And exit with some meaning 
",0,0
1236,"Smile!
",0,0
1237,"Holding 
",0,0
1238,"And maybe I love her
",0,0
1239,"In a work light
",0,0
1240,"He kicks me in the showers
",0,0
1241,"Come around
",0,0
1242,"Somethings
",0,0
1243,"Fireworks and hurricanes 
",0,0
1244,"But you dont understand
",0,0
1245,"In my world the devil dances and dares
",0,0
1246,"There is no significant risk to your health
",0,0
1247,"Wish I could be who you wanted
",0,0
1248,"It must have got mixed up, strangled, beaten up
",0,0
1249,"And you will run
",0,0
1250,"I need to wash myself again
",0,0
1251,"All the grapes in his mind are going sour
",0,0
1252,"Immerse your soul in love
",0,0
1253,"Youve changed the locks three times
",0,0
1254,"The fish are belly-up
",0,0
1255,"And tune out all the TV shit
",0,0
1256,"We know where you live
",0,0
1257,"You, you
",0,0
1258,"Theres no real reason
",0,0
1259,"When I go forwards
",0,0
1260,"He put everything back in its right place
",0,0
1261,"Nothing we could do
",0,0
1262,"Whatever it matter
",0,0
1263,"Never mind
",0,0
1264,"What, what was that you tried to say?
",0,0
1265,"No longer empty and frantic
",0,0
1266,"Well I dont belong here
",0,0
1267,"In duplicate and triplicate and
",0,0
1268,"An open ravine with my spirit wide
",0,0
1269,"Nobody wants to be a slave
",0,0
1270,"Open up and let the good man in
",0,0
1271,"Through the dry bush, I dont know where it leads
",0,0
1272,"You know you should
",0,0
1273,"Then this world
",0,0
1274,"When Im at the pearly gates
",0,0
1275,"The smell of the warm summer air
",0,0
1276,"The drummer relaxes and waits between shows
",0,0
1277,"She wanted the boys
",0,0
1278,"No one, anyone can save us
",0,0
1279,"Now theyre inhaling toxins through a biro and
",0,0
1280,"Please, could you stop the noise?
",0,0
1281,"Yes, yes!
",0,0
1282,"My head
",0,0
1283,"Made of all their eyes
",0,0
1284,"Burn the witch
",0,0
1285,"Youre being took for a ride
",0,0
1286,"Keep it moving
",0,0
1287,"I chance upon a secluded valley
",0,0
1288,"Ill stay home forever
",0,0
1289,"Should I still love you?
",0,0
1290,"Corner of the street
",0,0
1291,"I dont know what I want now, dont know what I want baby
",0,0
1292,"There is nothing but blue skies from now on
",0,0
1293,"Chances youre out of touch
",0,0
1294,"Out of sight and out of mind
",0,0
1295,"The corporations own the very air that you breath
",0,0
1296,"Drill holes in themselves and live for their secrets
",0,0
1297,"Couldnt look you in the eye
",0,0
1298,"In a blue light
",0,0
1299,"Pack and get dressed
",0,0
1300,"Dont turn nasty now
",0,0
1301,"Little by little, it falls away and I
",0,0
1302,"And I twist and turn in a Chinese burn
",0,0
1303,"From a thousand years of sleep
",0,0
1304,"Heaven sent you to me
",0,0
1305,"Standing tall on the opposite bank
",0,0
1306,"And the fog comes up from the sewers
",0,0
1307,"In fake plastic earth
",0,0
1308,"I don’t know why I feel so tongue-tied
",0,0
1309,"Back survivor
",0,0
1310,"If you float, you burn
",0,0
1311,"Where I end and where you start
",0,0
1312,"Were gonna crack your little skull
",0,0
1313,"I don’t want to know, I don’t want to know, I don’t want to know
",0,0
1314,"Car wash 
",0,0
1315,"Cause they all drive
",0,0
1316,"Thom: No that was mean no worries, Im sorry
",0,0
1317,"But how do you?
",0,0
1318,"Sell me the burning bush
",0,0
1319,"Sleight of hand
",0,0
1320,"Its on again, off again, on again
",0,0
1321,"Ill be gone
",0,0
1322,"I’ll drown my beliefs
",0,0
1323,"There are two colours in my head
",0,0
1324,"Give it up
",0,0
1325,"Ive had my fill of hurt
",0,0
1326,"I wanna live, breathe
",0,0
1327,"Outside the car or in my hair
",0,0
1328,"They will spit out your bones
",0,0
1329,"Somethings missing here
",0,0
1330,"Solamente tu
",0,0
1331,"My light is bright
",0,0
1332,"Like Ive fallen out of bed
",0,0
1333,"Youve made your mark on all my life
",0,0
1334,"At a better pace
",0,0
1335,"Creepers coming
",0,0
1336,"She looks back, you look back
",0,0
1337,"Even when its only warnings
",0,0
1338,"They came up from all sides
",0,0
1339,"Do we satisfy
",0,0
1340,"You dont remember
",0,0
1341,"Today I wrote a bad cheque
",0,0
1342,"I dont want it to stay but I might as well be dead
",0,0
1343,"Take the money and run, take the money
",0,0
1344,"Cheap sex and sad films
",0,0
1345,"And Im not here
",0,0
1346,"And hes reaching up to grab me
",0,0
1347,"When I was sick youd write
",0,0
1348,"I might as well
",0,0
1349,"When Im like this
",0,0
1350,"Keep strong, keep strong
",0,0
1351,"Im living in Cloud Cuckoo Land
",0,0
1352,"Chasing you home
",0,0
1353,"Self
",0,0
1354,"And why should you care, when Im not there?
",0,0
1355,"Thats when you see sparks
",0,0
1356,"Mother Mary come to me
",0,0
1357,"I could burst a million bubbles
",0,0
1358,"Starving waitresses in plasters
",0,0
1359,"And you may pour us away like soup
",0,0
1360,"Well worthy of the people there
",0,0
1361,"Morning has gone to Hell
",0,0
1362,"And I will
",0,0
1363,"They protect me, listen to me
",0,0
1364,"Theres no use dwelling on
",0,0
1365,"Ill hit the bottom
",0,0
1366,"White wine and sleeping pills
",0,0
1367,"Heavy-weighter, slim as the Machinist, so bulimic
",0,0
1368,"You left me alone
",0,0
1369,"He said, I been where I liked
",0,0
1370,"Limbless and helpless
",0,0
1371,"High above the chimney tops thats where youll find me
",0,0
1372,"Dont go you know rain pours so come back again
",0,0
1373,"Taste the air with you
",0,0
1374,"I run in the night
",0,0
1375,"Before its even there
",0,0
1376,"Clinging on to bottles
",0,0
1377,"This is a round-up
",0,0
1378,"I dont want to know about your confessions
",0,0
1379,"Grab a apple on a naked tree
",0,0
1380,"Inside of my head
",0,0
1381,"This is a song called I Froze Up
",0,0
1382,"Bulletproof
",0,0
1383,"Totally alive and my spirit light
",0,0
1384,"And through the morning snow
",0,0
1385,"Welcome to new generation
",0,0
1386,"Remember me? I’m the face you always see
",0,0
1387,"Like the sun
",0,0
1388,"It keeps rattling my cage
",0,0
1389,"I am the only one that got through
",0,0
1390,"And the mark and the yen, and yeah
",0,0
1391,"Im in the market for low-mile 360 Modenas
",0,0
1392,"Uh uh, uh uh uh
",0,0
1393,"You go backwards
",0,0
1394,"Plain old lazy
",0,0
1395,"Ill laugh until my head comes off
",0,0
1396,"And Steves first
",0,0
1397,"In the one you left behind
",0,0
1398,"Happy song
",0,0
1399,"You made a pigs ear
",0,0
1400,"Lying in the reeds
",0,0
1401,"At ease
",0,0
1402,"For his cinnamon girl
",0,0
1403,"Wont put 
",0,0
1404,"Before they come
",0,0
1405,"If we stand up then theyll mow us down again
",0,0
1406,"Dont hurt me, dont haunt me
",0,0
1407,"I live a wallpaper life of playing guitar in a band
",0,0
1408,"He was sick of his excuses
",0,0
1409,"Because the lights gone out for me
",0,0
1410,"Youre all dancing to my little red book
",0,0
1411,"Her Hitler hairdo
",0,0
1412,"Mom, Im alright, alright
",0,0
1413,"In a half-life
",0,0
1414,"How to myself
",0,0
1415,"Used to be the type that looked down on man
",0,0
1416,"Give them gift-wrapped for the man with everything
",0,0
1417,"Handsome smile
",0,0
1418,"Hey, don’t do it, dont jump
",0,0
1419,"Everybody is going to the party
",0,0
1420,"Tie me to the rotting deck
",0,0
1421,"Was always tangled up in knots
",0,0
1422,"You can walk it home straight from school
",0,0
1423,"Someones got to know what the hell is going on now
",0,0
1424,"I dont want you anymore
",0,0
1425,"The dusts of hell
",0,0
1426,"Then I see people in front of me, running towards me
",0,0
1427,"Where all this love has been in vain
",0,0
1428,"And when it comes its so so disappointing
",0,0
1429,"Off the diving board
",0,0
1430,"Fuck Ass Bitch Bitch
",0,0
1431,"You reel me out, then you cut the string
",0,0
1432,"Dogding a bullet
",0,0
1433,"I know I... la la la la la la...
",0,0
1434,"In you, Im lost
",0,0
1435,"These people arent your friends
",0,0
1436,"Children taught to kill
",0,0
1437,"Environment feet, justice get her so wet
",0,0
1438,"You say you dont fear death but you know you respect it
",0,0
1439,"Im so good at anyones course
",0,0
1440,"Dont blow your mind with whys
",0,0
1441,"I keep falling over, I keep passing out
",0,0
1442,"One of your collections
",0,0
1443,"They never learn
",0,0
1444,"I cant evеn recognize you
",0,0
1445,"Heart thats full up like a landfill
",0,0
1446,"A pillar of my salt
",0,0
1447,"So, pay me money and take a shot
",0,0
1448,"Let me hear you
",0,0
1449,"Which is of no consequence at all
",0,0
1450,"Anyone can have a big black car and a phone
",0,0
1451,"Im red hot, Chilly, Im Anthony Kiedis
",0,0
1452,"Please dont interrupt
",0,0
1453,"I’m just killing time
",0,0
1454,"AND if the world does turn, and if London burns
",0,0
1455,"Beautiful kids into beautiful trouble
",0,0
1456,"Futures tricked by the past
",0,0
1457,"Tell me one thing and let it go
",0,0
1458,"Just like everybody
",0,0
1459,"Now the highlight of your day is masturbation, blud
",0,0
1460,"My girl keeps me whole, holds me tight
",0,0
1461,"Get off my case, get off my case, get off my case
",0,0
1462,"I never wanted never wanted it, its rooting in your head
",0,0
1463,"Cracked eggs, dead birds, scream as they fight for life
",0,0
1464,"My funky clothes
",0,0
1465,"Goodnight! God bless!
",0,0
1466,"My new nickname is Genghis Khan
",0,0
1467,"Karma police
",0,0
1468,"I cannot see the road, road
",0,0
1469,"And Ill never see them again if I squeal to the cops
",0,0
1470,"Jealous of youth
",0,0
1471,"Dont gotta going home
",0,0
1472,"Down is the new up
",0,0
1473,"Packed a bag and took a jet
",0,0
1474,"And a smile can hide all the pain
",0,0
1475,"A spectre of my mortal soul
",0,0
1476,"I dont want it to happen, dont want it go
",0,0
1477,"Its weirding me out
",0,0
1478,"Destiny, hold my hand, protect me from the world
",0,0
1479,"In this beautiful world
",0,0
1480,"Blasted into bits
",0,0
1481,"The unacceptable of the docile and the good
",0,0
1482,"I just think maybe Im making a mistake
",0,0
1483,"To be a brilliant light
",0,0
1484,"Destiny, destiny, protect me from the world
",0,0
1485,"This, this is our new song
",0,0
1486,"Easy tumble, easy fall
",0,0
1487,"Take back what is ours
",0,0
1488,"The girls will fall by the wayside
",0,0
1489,"They think 
",0,0
1490,"I have seen the trolls
",0,0
1491,"Standing in the shadows at the end of my bed 
",0,0
1492,"It was nice when it lasted but now it’s gone
",0,0
1493,"Ice age coming x2
",0,0
1494,"I resent you calling
",0,0
1495,"Let it go
",0,0
1496,"Now as I go upon my way
",0,0
1497,"Its finna be a hair-raising tortoise versus hare race
",0,0
1498,"Hey, Mr. Producer Man
",0,0
1499,"No one around
",0,0
1500,"My babys got the bends, oh no
",0,0
1501,"Blend into the light
",0,0
1502,"Thou art like an angel
",0,0
1503,"Behind closed doors
",0,0
1504,"They will chew you up
",0,0
1505,"Caught in a bullet
",0,0
1506,"Id be crazy not to follow
",0,0
1507,"With your opinion which
",0,0
1508,"God loves his children
",0,0
1509,"Someones got to know the truth to all of this
",0,0
1510,"Better keep moving
",0,0
1511,"Shes running out again
",0,0
1512,"Everyone is delicate
",0,0
1513,"This is what you get
",0,0
1514,"Anyone can play guitar and they wont be a nothing anymore
",0,0
1515,"Throw me in thе
",0,0
1516,"If thats the way you want it
",0,0
1517,"For no real reason
",0,0
1518,"All right boys, come on boys, all right boys
",0,0
1519,"But Ill get you then
",0,0
1520,"I will strike when the- I will strike anytime
",0,0
1521,"Until it
",0,0
1522,"And either way you turn
",0,0
1523,"You really messed up this time
",0,0
1524,"Give me a break, man
",0,0
1525,"Ill sing a song everywhere I can
",0,0
1526,"Ring a room
",0,0
1527,"Take it with the love its given
",0,0
1528,"Grow my hair
",0,0
1529,"In the fake plastic earth
",0,0
1530,"Dont look in the mirror
",0,0
1531,"In hanging around, lost and found
",0,0
1532,"Wear something out
",0,0
1533,"Plastic bag, middle class
",0,0
1534,"This isnt happening 
",0,0
1535,"Out pops the cracker
",0,0
1536,"I wanna breathe, I wanna grow
",0,0
1537,"But in shameless moments you made more of me than just a mess
",0,0
1538,"Up, up, up, up, up, up, hey
",0,0
1539,"That keeps your toys in the basement
",0,0
1540,"When Mephistopheles is just beneath
",0,0
1541,"Wake, my dear
",0,0
1542,"Will frequently check credit at bank 
",0,0
1543,"Con mucho mucho mucho menos
",0,0
1544,"Ooh
",0,0
1545,"When you mess with us
",0,0
1546,"Honey sweets, so full of sleep
",0,0
1547,"I may buy you all the things you need
",0,0
1548,"All the time
",0,0
1549,"The only kick in life is pumping his steel
",0,0
1550,"Trying to get out of the night
",0,0
1551,"Hey now, dont be mean
",0,0
1552,"I am doing no harm
",0,0
1553,"Remind me of this
",0,0
1554,"Going deeper and deeper into depression
",0,0
1555,"Into our darkest hour
",0,0
1556,"And why should I believe myself?
",0,0
1557,"Crack your little souls
",0,0
1558,"They fed us on little white lies
",0,0
1559,"Hanging out the fifteenth floor
",0,0
1560,"Now dont say a word, no, dont yell out
",0,0
1561,"Im better off dead, Im better off dead
",0,0
1562,"Where two and two always makes a five
",0,0
1563,"I must get out once in a while
",0,0
1564,"I am a weirdo
",0,0
1565,"Are you fresh?
",0,0
1566,"Shoulders, wrists, knees, and back
",0,0
1567,"My depressions 
",0,0
1568,"Yeah, the worms will eat you whole, big boots
",0,0
1569,"Until I burst, until I
",0,0
1570,"Nobody does it half as good as you
",0,0
1571,"And if youre frightened
",0,0
1572,"Hey hey, hey hey hey hey hey
",0,0
1573,"You see your baby loves to dance
",0,0
1574,"And fade out again
",0,0
1575,"And well see you in our lounge in a few weeks time
",0,0
1576,"Cause they all drive killer cars
",0,0
1577,"Even when your bed is cold
",0,0
1578,"I just snapped and lost control
",0,0
1579,"Because down is the new up
",0,0
1580,"FFFFuck Fuck Fuck
",0,0
1581,"Walking, walking, walking, walking
",0,0
1582,"Undo your big underhand deals
",0,0
1583,"Will you take me back
",0,0
1584,"Yeah, no one likes a smart-ass but we all like stars
",0,0
1585,"Waking, waking up from shutdown
",0,0
1586,"Do you see light
",0,0
1587,"My blood will thicken
",0,0
1588,"Relief, relief
",0,0
1589,"Jumped the queue, go back again
",0,0
1590,"Start again, begin again
",0,0
1591,"Try what you want from me, Ill spit it back
",0,0
1592,"Pa sent me money now
",0,0
1593,"But somethings breaking in
",0,0
1594,"Pulled apart at birth
",0,0
1595,"Your love
",0,0
1596,"Thats the way you stay
",0,0
1597,"Im back to save the universe
",0,0
1598,"Sit back and listen
",0,0
1599,"It is difficult to concentrate
",0,0
1600,"Goddamn machinery
",0,0
1601,"Just as you take my hand
",0,0
1602,"And I cant and I cant come down
",0,0
1603,"When I see a face like you
",0,0
1604,"I want to be someone else or Ill explode
",0,0
1605,"Now you tie me up to your feather bed
",0,0
1606,"Hey, hey, hey, this is only halfway
",0,0
1607,"Its not enough
",0,0
1608,"Off with his head, man, off with his head, man
",0,0
1609,"The waters spray, the waters run
",0,0
1610,"Cold wives and Sunday papers
",0,0
1611,"She run, run, run, run
",0,0
1612,"Theyre insane
",0,0
1613,"Thats better off, and always stares
",0,0
1614,"I have a plan
",0,0
1615,"How was I to know
",0,0
1616,"Suddenly, the sky darkens, and along the river advances a flotilla of huge birds with menacing eyes
",0,0
1617,"Floor collapsing, floating
",0,0
1618,"There could be an idiot on the road
",0,0
1619,"This one drops a payload
",0,0
1620,"Had had my fill of hurt
",0,0
1621,"Sandbag and hide
",0,0
1622,"I will eat you alive
",0,0
1623,"But no, no, no
",0,0
1624,"And weird fishes
",0,0
1625,"I’ll dress like your niece
",0,0
1626,"Your records a hit
",0,0
1627,"And you blow it all away
",0,0
1628,"Like cows to the thunderbolt
",0,0
1629,"You can keep what you want
",0,0
1630,"But I don’t like being slaughtered
",0,0
1631,"Yeah, but I will shame myself, not you, you
",0,0
1632,"Somethings missing missing right here
",0,0
1633,"Thinking of your voice
",0,0
1634,"Theres no tomorrow, no tomorrow
",0,0
1635,"I need warmth, our restless body cracks and moans
",0,0
1636,"Youll never be thin
",0,0
1637,"I am born again
",0,0
1638,"Just exactly as I remember
",0,0
1639,"Mobiles squerking
",0,0
1640,"Did it all for you to say
",0,0
1641,"The best that you can buy
",0,0
1642,"And nothing in particular
",0,0
1643,"Everythings moving too fast
",0,0
1644,"She runneth out
",0,0
1645,"Like everything is fine
",0,0
1646,"You sit there and sulk
",0,0
1647,"And the feeling is that theres something wrong
",0,0
1648,"I have jettisoned
",0,0
1649,"If you think that youre strong enough
",0,0
1650,"I get eaten by the worms
",0,0
1651,"Id tell all my friends but theyd never believe me
",0,0
1652,"You got away with it
",0,0
1653,"Has the light gone out for you?
",0,0
1654,"Ever since you looked at me
",0,0
1655,"Like Im fallen out of bed
",0,0
1656,"And how much did it cost?
",0,0
1657,"The flan in the face
",0,0
1658,"And I wish I could be good
",0,0
1659,"Anyone can be a millionaire
",0,0
1660,"Skank whores on the corner asking if you wanna party
",0,0
1661,"Your services are not required
",0,0
1662,"The present tense
",0,0
1663,"Union Union Union City blue
",0,0
1664,"Its ironic, dont you think, that 5 years back the same cats
",0,0
1665,"Im a lie
",0,0
1666,"How you going to make hip-hop without all the ingredients?
",0,0
1667,"Are you torn at the seams?
",0,0
1668,"Fads for whatever
",0,0
1669,"And politics in power
",0,0
1670,"Come to you as you sleep
",0,0
1671,"And this time youre gonna pay
",0,0
1672,"Nothing, nothing
",0,0
1673,"To her we do return
",0,0
1674,"Im too lazy
",0,0
1675,"I could have been anyone
",0,0
1676,"Yes
",0,0
1677,"Is in your car
",0,0
1678,"A total waste of time, my iron lung
",0,0
1679,"I’m the captain of the boat
",0,0
1680,"Roll under the earth
",0,0
1681,"Do what you must
",0,0
1682,"Im not yours
",0,0
1683,"But before you bust in her face
",0,0
1684,"The universal sigh
",0,0
1685,"I wish I was special.
",0,0
1686,"The most beautiful woman in the world
",0,0
1687,"Sail us to the moon
",0,0
1688,"Grass is green at the edge of the bubble
",0,0
1689,"The door in 
",0,0
1690,"All human beings
",0,0
1691,"Scarred face, no home
",0,0
1692,"Watching forever, forever
",0,0
1693,"Please excuse me from gym
",0,0
1694,"It comes to us all
",0,0
1695,"You dont live in a business world and
",0,0
1696,"Youre the cream in my airport-coffees
",0,0
1697,"Put me inside, put me inside
",0,0
1698,"We absorb you
",0,0
1699,"The best thing youve had has gone away
",0,0
1700,"The people stop and stare at the emperor
",0,0
1701,"All you bitches want is Jodeci, what the fuck?
",0,0
1702,"The pot is full, let me take control
",0,0
1703,"Come on, rain down on me
",0,0
1704,"Youll find you came out where you went in
",0,0
1705,"Pararara, pa-pa-pa, pararara, pa-pa-pa, pararara, pa-pa-pa
",0,0
1706,"On a sinking ship
",0,0
1707,"You turn slow
",0,0
1708,"I will eat you alive, I will eat you alive
",0,0
1709,"Who do not want to climb down from their chestnut tree
",0,0
1710,"Full of holes, check for pulse
",0,0
1711,"Theyre just bad memories
",0,0
1712,"So there is nothing to explain
",0,0
1713,"No, I cant put the needle in
",0,0
1714,"Now that you feel it, you dont
",0,0
1715,"Don’t leave
",0,0
1716,"To be trapped in your full stop
",0,0
1717,"And the power line is hanging cause I threw up all the sneakers
",0,0
1718,"See
",0,0
1719,"I take it back for you like the Wyld Stallyns of San Dimas
",0,0
1720,"In my mind
",0,0
1721,"Step into the void
",0,0
1722,"Red wine and sleeping pills
",0,0
1723,"With a bunch of flowers
",0,0
1724,"They ask me where the hell Im going
",0,0
1725,"Another message I cant rеad
",0,0
1726,"You and no one else
",0,0
1727,"So when I want them to hear me out
",0,0
1728,"I know somethings gonna happen here
",0,0
1729,"The troubled words of a troubled mind
",0,0
1730,"It was an ambush
",0,0
1731,"Letters always get burned
",0,0
1732,"At the end of the tunnel? At the end of the tunnel?
",0,0
1733,"And Im holding on
",0,0
1734,"Your clue on hold
",0,0
1735,"And catching my reflection in a window
",0,0
1736,"Thom: What mate?
",0,0
1737,"When Im do one of those
",0,0
1738,"Wont stop now, wont slack off
",0,0
1739,"So knives out
",0,0
1740,"A million love songs under anaesthetic
",0,0
1741,"Shoot you up, suck you dry
",0,0
1742,"As the tanks roll into town
",0,0
1743,"Will not cry in public
",0,0
1744,"The damage is done
",0,0
1745,"My final bellyache with
",0,0
1746,"Youre just the fat girl
",0,0
1747,"It winds him up, that girl still
",0,0
1748,"But shes out with her answerphone
",0,0
1749,"Were backdrifters
",0,0
1750,"And when it comes its so, so disappointing
",0,0
1751,"Cause all I want is the moon upon a stick
",0,0
1752,"Remember me?
",0,0
1753,"I am a weirdo
",0,0
1754,"If I couldve kept
",0,0
1755,"If you could take it all back again
",0,0
1756,"Blink your eyes, one for yes
",0,0
1757,"And there are trapdoors that you cant come back from
",0,0
1758,"Now my energy, you suck from me
",0,0
1759,"Running from the bombers
",0,0
1760,"So you should hang around here like some earrings
",0,0
1761,"Im hey, whoa, Im climbing, Im up, climbing up, up, up
",0,0
1762,"Shoot it down
",0,0
1763,"I wish I were special
",0,0
1764,"And we all went to heaven in a little row boat
",0,0
1765,"I could see an angel
",0,0
1766,"Sitting in the coffee bar
",0,0
1767,"Never hide
",0,0
1768,"I sat in front of the teary screen
",0,0
1769,"Uhhhhhhh
",0,0
1770,"Did you lie to us Tony?
",0,0
1771,"Im the face you always see
",0,0
1772,"You bite through the big wall
",0,0
1773,"More people run past me, all with the same frightened expression. They are running towards the birds, away from something unknown
",0,0
1774,"Vanilla milkshakes 
",0,0
1775,"Thom: What are you doing with that bottle?
",0,0
1776,"White-washed fences
",0,0
1777,"To keep your prices down
",0,0
1778,"You wake and smile
",0,0
1779,"Its all over thе streets so let me out of here
",0,0
1780,"You guys are just gonna have to guess. 
",0,0
1781,"It died an ugly death by back-catalogue
",0,0
1782,"Its inevitable, inevitable, its a soul destroyed
",0,0
1783,"Since theres nothing wrong
",0,0
1784,"Snoring next to him
",0,0
1785,"Id like to teach the world
",0,0
1786,"Run, run, run, run, run, run
",0,0
1787,"I ate up the im-pastas and I chewed through all the pizzas
",0,0
1788,"I cant stop loving you
",0,0
1789,"Tunnel
",0,0
1790,"Oh yeah
",0,0
1791,"She run, run, run, run 
",0,0
1792,"Once again we are hungry for a lynching
",0,0
1793,"Was that bad?
",0,0
1794,"Laugh if you can, if you can, if you can, at me now
",0,0
1795,"The beat goes round and round
",0,0
1796,"And took my memory
",0,0
1797,"Right place
",0,0
1798,"Gnight
",0,0
1799,"And the children first
",0,0
1800,"That you choke
",0,0
1801,"Come to your senses
",0,0
1802,"We have only to click our fingers and we disappear
",0,0
1803,"I am the key to the lock in your dress
",0,0
1804,"Dragging out the dead
",0,0
1805,"I feel this love turn cold
",0,0
1806,"And no one gets hurt
",0,0
1807,"Hes a dangerous bigot
",0,0
1808,"I can see through all the dirt now
",0,0
1809,"Thе moments already passed 
",0,0
1810,"You fell into our arms
",0,0
1811,"See I dont disagree, this is just a grievance
",0,0
1812,"Who bribed the company to come and see you, honey?
",0,0
1813,"Smile for the cameras, boys and girls
",0,0
1814,"Coming after me, yeah
",0,0
1815,"The tanks and the whole marines
",0,0
1816,"Because I know today has been
",0,0
1817,"And people laugh
",0,0
1818,"Picture me and then you start watching
",0,0
1819,"And I wish I was special, special
",0,0
1820,"The dust and the screaming 
",0,0
1821,"Because being with you is like getting too drunk
",0,0
1822,"Or in the flood
",0,0
1823,"Ah, this is killing me
",0,0
1824,"Whilst the arrangement of species seems divinely inspired
",0,0
1825,"And if im gonna talk
",0,0
1826,"They said that even when lifе spat in his face
",0,0
1827,"And let this wash all over me
",0,0
1828,"They said that even when life spat in his face
",0,0
1829,"I could not look thee in the eye
",0,0
1830,"Why’d you mind?
",0,0
1831,"Before the animal noises
",0,0
1832,"I trust I can rely on your vote
",0,0
1833,"Every word, every gesture
",0,0
1834,"In its right place
",0,0
1835,"I have dislodged 
",0,0
1836,"Stopping to be gone 
",0,0
1837,"An ill wind
",0,0
1838,"Once in a lullaby
",0,0
1839,"Yesterday I woke up sucking a lemon
",0,0
1840,"Different types of love
",0,0
1841,"And you know maybe, maybe I)
",0,0
1842,"Either way you turn
",0,0
1843,"Its justified
",0,0
1844,"I wanna be in a band when I get to heaven
",0,0
1845,"Strobe lights and blown speakers 
",0,0
1846,"So I thank you at the door
",0,0
1847,"Ive seen it coming
",0,0
1848,"I feel absolutely nothing
",0,0
1849,"To blow me away
",0,0
1850,"Youve no ripcord, no ripcord
",0,0
1851,"Although never end
",0,0
1852,"Regular exercise at the gym 
",0,0
1853,"Howd you learn to do the things you do
",0,0
1854,"Therell come a time
",0,0
1855,"I see the thin weed boy ride at this edge
",0,0
1856,"And I really meant it
",0,0
1857,"I love you but enough is enough, enough of that stuff
",0,0
1858,"The future
",0,0
1859,"Whatever you put in that syringe
",0,0
1860,"Everythings burning down
",0,0
1861,"Ill be there
",0,0
1862,"And I shall always think
",0,0
1863,"Your crazy kitten smile
",0,0
1864,"But like flies, the bugs keep coming back
",0,0
1865,"Where it’s supposed to
",0,0
1866,"Any fool can easy pick a hole, I only wish I could fall in
",0,0
1867,"So go-
",0,0
1868,"You are the sun and moon and stars are you
",0,0
1869,"From all that you want to be
",0,0
1870,"Pretending you have no defects
",0,0
1871,"Like the rain
",0,0
1872,"One final line of coke to jack him off
",0,0
1873,"Where the weeds take root
",0,0
1874,"Dont get sentimental, it always ends up drivel
",0,0
1875,"And this just feels like spinning plates
",0,0
1876,"Nigga Bitch ho shit
",0,0
1877,"Then you might as well just sit in front of your television
",0,0
1878,"The sweetest flowered fruits were hanging from the trees
",0,0
1879,"Tiptoe round, tie him down
",0,0
1880,"Walked a thousand miles
",0,0
1881,"Cause I never get that far
",0,0
1882,"Singing, Were here
",0,0
1883,"Ah!
",0,0
1884,"I build you up to pull you down
",0,0
1885,"Don’t get sentimental, it always ends up drivel
",0,0
1886,"If they had a King of Fools then I could wear that crown
",0,0
1887,"I got the poison, poison, and now I want more
",0,0
1888,"We gotta dig it up somehow
",0,0
1889,"And now you know it gets you nowhere
",0,0
1890,"With your head in the sand
",0,0
1891,"Frozen winter shit 
",0,0
1892,"Dont you dare, dont you dare
",0,0
1893,"Notice whom wheels are turning
",0,0
1894,"Glassy eyed light of day
",0,0
1895,"Before they come, wake me
",0,0
1896,"Our twentieth century bitch
",0,0
1897,"De aquel motor
",0,0
1898,"We wont sell to your company, tsch
",0,0
1899,"In an arc light
",0,0
1900,"Was that recording then?
",0,0
1901,"Thom: Hes going to get me back later, its alright
",0,0
1902,"The best you can is good enough
",0,0
1903,"This isnt happening
",0,0
1904,"Oh no no no no no no na na na na no
",0,0
1905,"Drooling looney tunes
",0,0
1906,"Stand up
",0,0
1907,"I know something good too
",0,0
1908,"Flair, look how I Fred Astaire down the staircases
",0,0
1909,"All these things well one day swallow whole
",0,0
1910,"Everything all in the mine
",0,0
1911,"Dont bore us
",0,0
1912,"And the buildings say we spit on your face some more
",0,0
1913,"HOES
",0,0
1914,"Dont talk politics and dont throw stones
",0,0
1915,"And screaming girls
",0,0
1916,"Its all over the streets tonight
",0,0
1917,"Kill me again with love
",0,0
1918,"He talks in maths, he buzzes like a fridge
",0,0
1919,"Makes me win out to Death
",0,0
1920,"Youre the sexiest thing on earth
",0,0
1921,"Weird fishes
",0,0
1922,"He was sick of his clock stopping
",0,0
1923,"Push him away
",0,0
1924,"We raised the dead but they wont stand up
",0,0
1925,"Routines and schedules
",0,0
1926,"I aint no stranger to drugs, Ive had my fair share
",0,0
1927,"But everything aint good
",0,0
1928,"Each time it comes
",0,0
1929,"Just as you write my number down
",0,0
1930,"Shit aint getting worse, its always been like this
",0,0
1931,"I am a wicked child
",0,0
1932,"Get off my case, get off my case
",0,0
1933,"The moments already passed
",0,0
1934,"Bittersweet distractors
",0,0
1935,"Dont look down, shove it in your mouth
",0,0
1936,"My illusions
",0,0
1937,"Dont hurt me, dont hurt me
",0,0
1938,"And all the ... tou you are blinding
",0,0
